ReqType, MatchTime,  MatchPri, OpenPri, HighPri, LowPri, TolMatchQty
1, 110018395000, 10706, 10713, 10749, 10682, 59495
1, 110018395000, 10706, 10713, 10749, 10682, 59495
1, 110018395000, 10706, 10713, 10749, 10682, 59495
1, 110018395000, 10706, 10713, 10749, 10682, 59495
1, 110018395000, 10706, 10713, 10749, 10682, 59495
1, 110018395000, 10706, 10713, 10749, 10682, 59495
1, 110019332000, 10705, 10713, 10749, 10682, 59497
1, 110019359000, 10706, 10713, 10749, 10682, 59503
1, 110019359000, 10706, 10713, 10749, 10682, 59503
1, 110019359000, 10706, 10713, 10749, 10682, 59503
1, 110019359000, 10706, 10713, 10749, 10682, 59503
1, 110019359000, 10706, 10713, 10749, 10682, 59503
1, 110019359000, 10706, 10713, 10749, 10682, 59503
1, 110019933000, 10705, 10713, 10749, 10682, 59505
1, 110019933000, 10705, 10713, 10749, 10682, 59505
1, 110020057000, 10705, 10713, 10749, 10682, 59513
1, 110020057000, 10705, 10713, 10749, 10682, 59513
1, 110020057000, 10705, 10713, 10749, 10682, 59513
1, 110020057000, 10705, 10713, 10749, 10682, 59513
1, 110020057000, 10705, 10713, 10749, 10682, 59513
1, 110020057000, 10705, 10713, 10749, 10682, 59513
1, 110020057000, 10705, 10713, 10749, 10682, 59513
1, 110020057000, 10705, 10713, 10749, 10682, 59513
1, 110021019000, 10706, 10713, 10749, 10682, 59514
1, 110021019000, 10706, 10713, 10749, 10682, 59514
1, 110021019000, 10706, 10713, 10749, 10682, 59514
1, 110021019000, 10706, 10713, 10749, 10682, 59514
1, 110021019000, 10706, 10713, 10749, 10682, 59514
1, 110021554000, 10706, 10713, 10749, 10682, 59515
1, 110021554000, 10706, 10713, 10749, 10682, 59515
1, 110021675000, 10705, 10713, 10749, 10682, 59517
1, 110021675000, 10705, 10713, 10749, 10682, 59517
1, 110021795000, 10705, 10713, 10749, 10682, 59519
1, 110021795000, 10705, 10713, 10749, 10682, 59519
1, 110021795000, 10705, 10713, 10749, 10682, 59519
1, 110021795000, 10705, 10713, 10749, 10682, 59519
1, 110021795000, 10705, 10713, 10749, 10682, 59519
1, 110021795000, 10705, 10713, 10749, 10682, 59519
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110022540000, 10706, 10713, 10749, 10682, 59520
1, 110024859000, 10706, 10713, 10749, 10682, 59521
1, 110024869000, 10706, 10713, 10749, 10682, 59522
1, 110024869000, 10706, 10713, 10749, 10682, 59522
1, 110024930000, 10706, 10713, 10749, 10682, 59534
1, 110024930000, 10706, 10713, 10749, 10682, 59534
1, 110024930000, 10706, 10713, 10749, 10682, 59534
1, 110024930000, 10706, 10713, 10749, 10682, 59534
1, 110024930000, 10706, 10713, 10749, 10682, 59534
1, 110025503000, 10706, 10713, 10749, 10682, 59535
1, 110025503000, 10706, 10713, 10749, 10682, 59535
1, 110025503000, 10706, 10713, 10749, 10682, 59535
1, 110025503000, 10706, 10713, 10749, 10682, 59535
1, 110025807000, 10706, 10713, 10749, 10682, 59536
1, 110025807000, 10706, 10713, 10749, 10682, 59536
1, 110025962000, 10706, 10713, 10749, 10682, 59540
1, 110025962000, 10706, 10713, 10749, 10682, 59540
1, 110025962000, 10706, 10713, 10749, 10682, 59540
1, 110025962000, 10706, 10713, 10749, 10682, 59540
1, 110025962000, 10706, 10713, 10749, 10682, 59540
1, 110025962000, 10706, 10713, 10749, 10682, 59540
1, 110025962000, 10706, 10713, 10749, 10682, 59540
1, 110025962000, 10706, 10713, 10749, 10682, 59540
1, 110026871000, 10706, 10713, 10749, 10682, 59541
1, 110026871000, 10706, 10713, 10749, 10682, 59541
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110027029000, 10707, 10713, 10749, 10682, 59542
1, 110028359000, 10706, 10713, 10749, 10682, 59543
1, 110028359000, 10706, 10713, 10749, 10682, 59543
1, 110028359000, 10706, 10713, 10749, 10682, 59543
1, 110028359000, 10706, 10713, 10749, 10682, 59543
1, 110028359000, 10706, 10713, 10749, 10682, 59543
1, 110028359000, 10706, 10713, 10749, 10682, 59543
1, 110028359000, 10706, 10713, 10749, 10682, 59543
1, 110028359000, 10706, 10713, 10749, 10682, 59543
1, 110029473000, 10706, 10713, 10749, 10682, 59544
1, 110029473000, 10706, 10713, 10749, 10682, 59544
1, 110029651000, 10706, 10713, 10749, 10682, 59545
1, 110029651000, 10706, 10713, 10749, 10682, 59545
1, 110029705000, 10706, 10713, 10749, 10682, 59546
1, 110029705000, 10706, 10713, 10749, 10682, 59546
1, 110029705000, 10706, 10713, 10749, 10682, 59546
1, 110029985000, 10706, 10713, 10749, 10682, 59552
1, 110029985000, 10706, 10713, 10749, 10682, 59552
1, 110030075000, 10705, 10713, 10749, 10682, 59554
1, 110030109000, 10705, 10713, 10749, 10682, 59560
1, 110030163000, 10706, 10713, 10749, 10682, 59561
1, 110030178000, 10705, 10713, 10749, 10682, 59565
1, 110030178000, 10705, 10713, 10749, 10682, 59565
1, 110030180000, 10705, 10713, 10749, 10682, 59574
1, 110030180000, 10705, 10713, 10749, 10682, 59581
1, 110030180000, 10705, 10713, 10749, 10682, 59583
1, 110030180000, 10705, 10713, 10749, 10682, 59585
1, 110030180000, 10705, 10713, 10749, 10682, 59587
1, 110030182000, 10705, 10713, 10749, 10682, 59589
1, 110030182000, 10705, 10713, 10749, 10682, 59589
1, 110030305000, 10705, 10713, 10749, 10682, 59599
1, 110030305000, 10705, 10713, 10749, 10682, 59599
1, 110030305000, 10705, 10713, 10749, 10682, 59599
1, 110030305000, 10705, 10713, 10749, 10682, 59599
1, 110030930000, 10705, 10713, 10749, 10682, 59600
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110031045000, 10705, 10713, 10749, 10682, 59601
1, 110032523000, 10705, 10713, 10749, 10682, 59606
1, 110032523000, 10705, 10713, 10749, 10682, 59606
1, 110032523000, 10705, 10713, 10749, 10682, 59606
1, 110032523000, 10705, 10713, 10749, 10682, 59606
1, 110032523000, 10705, 10713, 10749, 10682, 59606
1, 110032523000, 10705, 10713, 10749, 10682, 59606
1, 110033321000, 10706, 10713, 10749, 10682, 59608
1, 110033329000, 10705, 10713, 10749, 10682, 59609
1, 110033329000, 10705, 10713, 10749, 10682, 59609
1, 110033329000, 10705, 10713, 10749, 10682, 59609
1, 110033329000, 10705, 10713, 10749, 10682, 59609
1, 110033329000, 10705, 10713, 10749, 10682, 59609
1, 110033329000, 10705, 10713, 10749, 10682, 59609
1, 110033329000, 10705, 10713, 10749, 10682, 59609
1, 110034056000, 10705, 10713, 10749, 10682, 59611
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110034096000, 10705, 10713, 10749, 10682, 59612
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110035072000, 10705, 10713, 10749, 10682, 59613
1, 110037048000, 10705, 10713, 10749, 10682, 59618
1, 110037048000, 10705, 10713, 10749, 10682, 59618
1, 110037048000, 10705, 10713, 10749, 10682, 59618
1, 110037048000, 10705, 10713, 10749, 10682, 59618
1, 110037048000, 10705, 10713, 10749, 10682, 59618
1, 110037433000, 10705, 10713, 10749, 10682, 59622
1, 110037433000, 10705, 10713, 10749, 10682, 59622
1, 110037433000, 10705, 10713, 10749, 10682, 59622
1, 110037433000, 10705, 10713, 10749, 10682, 59622
1, 110037433000, 10705, 10713, 10749, 10682, 59622
1, 110037433000, 10705, 10713, 10749, 10682, 59622
1, 110037433000, 10705, 10713, 10749, 10682, 59622
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110038233000, 10705, 10713, 10749, 10682, 59626
1, 110040072000, 10705, 10713, 10749, 10682, 59627
1, 110040072000, 10705, 10713, 10749, 10682, 59627
1, 110040072000, 10705, 10713, 10749, 10682, 59627
1, 110040072000, 10705, 10713, 10749, 10682, 59627
1, 110040072000, 10705, 10713, 10749, 10682, 59627
1, 110040612000, 10705, 10713, 10749, 10682, 59628
1, 110040612000, 10705, 10713, 10749, 10682, 59628
1, 110040612000, 10705, 10713, 10749, 10682, 59628
1, 110040612000, 10705, 10713, 10749, 10682, 59628
1, 110040612000, 10705, 10713, 10749, 10682, 59628
1, 110040612000, 10705, 10713, 10749, 10682, 59628
1, 110040612000, 10705, 10713, 10749, 10682, 59628
1, 110040612000, 10705, 10713, 10749, 10682, 59628
1, 110041691000, 10705, 10713, 10749, 10682, 59630
1, 110041691000, 10705, 10713, 10749, 10682, 59630
1, 110041691000, 10705, 10713, 10749, 10682, 59630
1, 110041691000, 10705, 10713, 10749, 10682, 59630
1, 110042081000, 10705, 10713, 10749, 10682, 59631
1, 110042108000, 10706, 10713, 10749, 10682, 59632
1, 110042108000, 10706, 10713, 10749, 10682, 59632
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110042377000, 10706, 10713, 10749, 10682, 59633
1, 110044438000, 10705, 10713, 10749, 10682, 59635
1, 110044438000, 10705, 10713, 10749, 10682, 59635
1, 110044438000, 10705, 10713, 10749, 10682, 59635
1, 110044438000, 10705, 10713, 10749, 10682, 59635
1, 110044438000, 10705, 10713, 10749, 10682, 59635
1, 110044438000, 10705, 10713, 10749, 10682, 59635
1, 110045161000, 10705, 10713, 10749, 10682, 59637
1, 110045161000, 10705, 10713, 10749, 10682, 59637
1, 110045161000, 10705, 10713, 10749, 10682, 59637
1, 110045161000, 10705, 10713, 10749, 10682, 59637
1, 110045161000, 10705, 10713, 10749, 10682, 59637
1, 110045161000, 10705, 10713, 10749, 10682, 59637
1, 110046030000, 10705, 10713, 10749, 10682, 59638
1, 110046030000, 10705, 10713, 10749, 10682, 59638
1, 110046030000, 10705, 10713, 10749, 10682, 59638
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110047152000, 10705, 10713, 10749, 10682, 59639
1, 110049431000, 10705, 10713, 10749, 10682, 59643
1, 110049431000, 10705, 10713, 10749, 10682, 59643
1, 110049431000, 10705, 10713, 10749, 10682, 59643
1, 110049431000, 10705, 10713, 10749, 10682, 59643
1, 110049895000, 10705, 10713, 10749, 10682, 59644
1, 110049895000, 10705, 10713, 10749, 10682, 59644
1, 110049895000, 10705, 10713, 10749, 10682, 59644
1, 110049895000, 10705, 10713, 10749, 10682, 59644
1, 110050371000, 10706, 10713, 10749, 10682, 59645
1, 110050371000, 10706, 10713, 10749, 10682, 59645
1, 110050371000, 10706, 10713, 10749, 10682, 59645
1, 110050371000, 10706, 10713, 10749, 10682, 59645
1, 110050371000, 10706, 10713, 10749, 10682, 59645
1, 110050371000, 10706, 10713, 10749, 10682, 59645
1, 110050371000, 10706, 10713, 10749, 10682, 59645
1, 110050371000, 10706, 10713, 10749, 10682, 59645
1, 110051684000, 10705, 10713, 10749, 10682, 59646
1, 110051684000, 10705, 10713, 10749, 10682, 59646
1, 110051684000, 10705, 10713, 10749, 10682, 59646
1, 110051684000, 10705, 10713, 10749, 10682, 59646
1, 110051684000, 10705, 10713, 10749, 10682, 59646
1, 110051684000, 10705, 10713, 10749, 10682, 59646
1, 110052760000, 10705, 10713, 10749, 10682, 59647
1, 110052760000, 10705, 10713, 10749, 10682, 59647
1, 110052845000, 10705, 10713, 10749, 10682, 59648
1, 110052845000, 10705, 10713, 10749, 10682, 59649
1, 110052845000, 10705, 10713, 10749, 10682, 59650
1, 110052857000, 10704, 10713, 10749, 10682, 59653
1, 110052864000, 10704, 10713, 10749, 10682, 59655
1, 110052919000, 10704, 10713, 10749, 10682, 59659
1, 110052919000, 10704, 10713, 10749, 10682, 59659
1, 110052971000, 10704, 10713, 10749, 10682, 59660
1, 110053009000, 10704, 10713, 10749, 10682, 59664
1, 110053053000, 10704, 10713, 10749, 10682, 59665
1, 110053053000, 10704, 10713, 10749, 10682, 59665
1, 110053053000, 10704, 10713, 10749, 10682, 59665
1, 110053053000, 10704, 10713, 10749, 10682, 59665
1, 110053053000, 10704, 10713, 10749, 10682, 59665
1, 110053053000, 10704, 10713, 10749, 10682, 59665
1, 110053053000, 10704, 10713, 10749, 10682, 59665
1, 110053741000, 10704, 10713, 10749, 10682, 59666
1, 110053741000, 10704, 10713, 10749, 10682, 59666
1, 110053867000, 10705, 10713, 10749, 10682, 59669
1, 110053867000, 10705, 10713, 10749, 10682, 59669
1, 110053867000, 10705, 10713, 10749, 10682, 59669
1, 110053867000, 10705, 10713, 10749, 10682, 59669
1, 110054254000, 10704, 10713, 10749, 10682, 59671
1, 110054254000, 10704, 10713, 10749, 10682, 59671
1, 110054254000, 10704, 10713, 10749, 10682, 59671
1, 110054254000, 10704, 10713, 10749, 10682, 59671
1, 110054254000, 10704, 10713, 10749, 10682, 59671
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110054978000, 10705, 10713, 10749, 10682, 59672
1, 110057082000, 10704, 10713, 10749, 10682, 59676
1, 110057082000, 10704, 10713, 10749, 10682, 59676
1, 110057082000, 10704, 10713, 10749, 10682, 59676
1, 110057082000, 10704, 10713, 10749, 10682, 59676
1, 110057082000, 10704, 10713, 10749, 10682, 59676
